abs_link,title,er,loc,exp,post_date,ref_no,content
https://www.ctgoodjobs.hk/job/receptionist-admin-assistant/05151741,Receptionist / Admin. Assistant,Success Base Engineering Ltd," Kwun Tong

", 1-2 yr(s)," 2018-06-02

",Job ref no.: SBHR-2018-0331RAA,". Responsibilities :. . Responsible for all duties at reception desk, such as attend all incoming calls, courier and mailing issues, greet and escort guests to designated meeting room or colleague, manage conference rooms and other office facilities. . Keep supply rooms & cabinets stocked with stationeries & other office/pantry supplies & equipment. . Attendance record management. . Assist in handle the application of site entry permit. . Assist in all company events and activities. . Assist in other ad hoc duties as assigned. . . Requirements :. . Higher Diploma or above on BBA/HRM with at least 1 year relevant experience in sizeable company. . Fluent spoken and written English and Chinese (Cantonese & Mandarin). . Proficiency in MS Office application such as Word, Excel & Chinese Word processing. . Detail-minded, willing to learn, self-motivated, responsible and with good telephone manner & communication skills. . Fresh graduate with good profile will be considered as well. . Immediate availability is highly preferred. . We offer competitive remuneration package to the right candidate. Interested parties please send full resume with. current and expected. salary,. and availability. to. [via CTgoodjobs. Apply Now. ]. . (Please quote reference number & position.). *Personal data collected will be used strictly for recruitment purposes only."
https://www.ctgoodjobs.hk/job/site-supervisor-fitting-out/05151762,Site Supervisor (Fitting Out),Success Base Engineering Ltd," Kwun Tong

", 3-8 yr(s)," 2018-06-02

",Job ref no.: SBHR-2018-0428SS,". Responsibilities :. . Assist project manager in all aspect of project follow up such as material planning, logistics and transportation coordination etc.. . Supervise and monitor all site work. . Liaise and coordinate with sub-contractors and ensure the work progress meet schedule. . Attend regular site meetings and communicate with main-contractor. . . Requirements :. . Diploma or above in Building Services or related disciplines. . Minimum 3 years relevant fitting out and site supervision experience. . Candidates with less experience will be considered as Project Assistant. . Experience in using MS office is an advantage. . Hard-working, attentive to details, self-motivated, strong sense of responsibility and good communication skills. . Immediate available is preferred. . . . 工作職責. :. . 協助項目經理跟進工程有關事項，包括：物料運送、物料流程、運輸協調及地盤支援等. . 負責監督及監測整個施工. . 負責聯絡及協調各分判商，確保工程進度如期. . 定期出席工地會議，及協調主判商. . . . 職位要求：. . 建造文憑或以上程度. . 最少3年地盤、裝修監督工作經驗. . 如經驗不足，將考慮為工程助理. . 懂電腦應用(MS Office)將會優先考慮. . 工作積極、勤奮、細心、成熟及良好溝通技巧. . . We offer competitive remuneration package to the right candidate. Interested parties please send full resume with. current and expected salary, and availability. to. [via CTgoodjobs. Apply Now. ]. . (Please quote reference number & position.). *Personal data collected will be used strictly for recruitment purposes only."
https://www.ctgoodjobs.hk/job/包裝主任助理主任/05153342,包 裝 主 任 / 助 理 主 任,Super Star Group 鴻 星 集 團," Tuen Mun

", 0-1 yr(s)," 2018-06-02

",Job ref no.: CT-TMF-20180602,"職責：. 1. 確保產品按照公司所訂下之規格及數量進行包裝工作。. 2. 確保所有包裝機器運作正常及安全使用。. 3. 根據工作要求，安排足夠包裝物料。. 4. 制訂相關工作指引及製作簡單報告。. 5. 培訓新人，監察其表現及工作進度。. 6. 人手編排，安排部門員工的工作及放假事宣及處理部門的人事問題。. 7. 維持安全和健康之工作環境。. 8. 和品控部合作，確保工作程序達至所定下之要求。.  勤工獎金, 提供膳食及超時工作津貼.  上午8時半至下午6時, 每天工作 8.5 小時, 每週工作6天. 要求：. 1. 最少半年食品包裝經驗. 2. DSE或以上. 3.  有管工或機器操作經驗優先，經驗較少者可考慮為包裝助理主任. 4. 流利廣東話，略懂英文及普通話. 5. 熟悉電腦操作，Window Microsoft Office，中文輸入(倉頡或速成). 6. 屯門區工作. 有意者請將履歷電郵至[via CTgoodjobs. Apply Now. ]，. 或致電29555330與羅先生聯絡. . We offer an attractive remuneration package, generous fringe benefits and career development programs. Interested parties, please send your full resume stating your present and expected salary and quoting our reference no. to Human Resources Department of Super Star Group, Unit 1, 14/F, Excelsior Industrial Building, 68-76.Sha Tsui Road, Tsuen Wan, N.T or e mail to [via CTgoodjobs. Apply Now. ]. We are an equal opportunity employer; all applications will be treated in strict confidentiality and used only for recruitment purpose. Applicants who are not invited for an interview within 4 weeks may be considered for other suitable positions within the Group over a one year period, after which their personal data will be destroyed."
https://www.ctgoodjobs.hk/job/accountant/05153222,Accountant,The Kimberley Hotel," Tsimshatsui

", 8-10 yr(s)," 2018-06-02

",Job ref no.: CT3115212-01#0027,". JOB SCOPE:. To ensure smooth running of the department, complete normal accounting function and meet special requirements from senior management.. . . MAIN DUTIES & RESPONSIBILITIES. :. . Maintain Accounts Department in efficiency and accuracy in Accounting Control. . To monitor daily Accounts operation and revision of the every fiscal year. . Ensure timely preparation of Management Accounts and financial analysis for senior management to assess over the performance of the operating units. . Responsible for Financial Planning and preparation of Monthly and Yearly budget. . Handle full sets of accounts and month-end closing. . . QUALIFICATION & EXPERIENCE:. At least 8 years of accounting working experience, preferably in hospitality industry. Degree holder in Accounting Management. Strong accounting knowledge with deep understanding of the accounting principles. Good PC knowledge in MS Words and Excel. Good command in both written and spoken English and Chinese. . . We offer attractive salary and benefits for the right candidate. Please apply with full resume with expected salary to:. Human Resources Manager, The Kimberley Hotel, 28 Kimberley Road, Tsimshatsui, Kowloon, Hong Kong.. . . . Telephone: 2700 6582. . Fax: 2739 1171. . E-mail:. Apply Now. . . . (All information collected will be used for recruitment purpose only)"
https://www.ctgoodjobs.hk/job/general-clerk/05153185,General Clerk,The Kimberley Hotel," Tsimshatsui

", 0-1 yr(s)," 2018-06-02

",Job ref no.: CT3115212-01#0026,". Responsibilities. :. . Provide general clerical support and administrative support to Treasury Department. . Assist in ad hoc duties when required. . . Requirements. :. . Form 6 or above. . 0-1 year related experience will be an advantage. . Hands-on PC skills in MS Word and MS Excel. . Fresh graduate will also be considered. . . . We offer attractive salary and benefits for the right candidate. Please apply with full resume with expected salary to:. Human Resources Department, The Kimberley Hotel, 28 Kimberley Road, Tsimshatsui, Kowloon, Hong Kong.. . . . Telephone: 2700 6688 ext.171. . Fax: 2739 1171. . E-mail:. Apply Now. . . . (All information collected will be used for recruitment purpose only)"
https://www.ctgoodjobs.hk/job/senior-accounts-clerk-accounts-payable/05153162,Senior Accounts Clerk (Accounts Payable),The Kimberley Hotel," Tsimshatsui

", 2-3 yr(s)," 2018-06-02

",Job ref no.: CT3115212-01#0025,"Responsibilities :-. . Responsible for accounts payable, journal entries and filing. . Assist in month end closing. . Handle general clerical and office administration work. . Requirements :-. . Diploma or above with LCC higher. . 2-3 years working experience in an accounting clerical & receiving position. . Proficiency in MS office applications. . Good command of both written and spoken English and Chinese. . Preferably in hospitality industry is an advantage.. . ***Candidate with less experience will be considered for the position of Accounts Clerk***. . . We offer attractive salary and benefits for the right candidate. Please apply with full resume with expected salary to:. Human Resources Department, The Kimberley Hotel, 28 Kimberley Road, Tsimshatsui, Kowloon, Hong Kong.. . . Telephone: 2700 6688 ext.171. . Fax: 2739 1171. . E-mail:. Apply Now. . All information collected will be used for recruitment purpose only"
https://www.ctgoodjobs.hk/job/牙科診所助護銅鑼灣旺角/05153305,牙 科 診 所 助 護 ( 銅 鑼 灣 / 旺 角 ),UMP Healthcare Holdings Limited 聯 合 醫 務 集 團 有 限 公 司," -

", 0-1 yr(s)," 2018-06-02

",Job ref no.: DN0618/CT,. 負責一般病人登記接待工作. . 協助牙醫進行治療、消毒清潔診所儀器. . 中五程度. . 具一年或以上相關工作經驗將獲優先考慮. . 能操流利廣東話及懂得一般電腦操作. . 主動有禮、勤奮及良好人際關係. . 可即時上班者將獲優先考慮. . . 本公司提供優厚待遇 (視乎工作經驗及專業知識而定) ，在職培訓，其他福利包括有薪年假、有薪病假、勤工獎、年終酌情賞金、多項獎金制度和醫療福利。公司網頁. http://www.ump.com.hk. 有意者，請按. Apply Now. 遞交個人履歷，或傳真至 2868 3327，或郵寄至: 香港德輔道中71號永安集團大廈1404-1408室人力資源部收。. *所收集之資料祗用作招聘用途
https://www.ctgoodjobs.hk/job/administrative-assistant/05153303,Administrative Assistant,UMP Healthcare Holdings Limited 聯 合 醫 務 集 團 有 限 公 司," Central

", 1-2 yr(s)," 2018-06-02

",Job ref no.: AA0618/CT,". Responsibilities. . . Issue invoices and perform settlement. . . Process vouchers, claims and generate statistics / usage report. . . To reply customer enquiries on invoices. . . To cope with the outstanding shortfalls. . . Requirements. . . Diploma holder or above or equivalent. . . Accurate at figures and able to meet deadlines. . . Good communication skill in both written and spoken English, Cantonese and Mandarin. . . Good knowledge in MS office and Chinese Word Processing. . . Mature, pleasant, hardworking and detail-minded. . . ​Immediately available is highly preferred. . . Please visit our website at:. http://www.ump.com.hk. for more information about us.. . Please apply with full resume starting our reference code, availability, present and expected salary to HR Department by clicking. Apply Now. or fax to 2868 3327.. . (All information obtained will be kept in strict confidence and used for recruitment and employment related purpose only.). "
https://www.ctgoodjobs.hk/job/診所助護青衣柏麗灣佐敦中環/05153306,診 所 助 護 ( 青 衣 / 柏 麗 灣 / 佐 敦 / 中 環 ),UMP Healthcare Holdings Limited 聯 合 醫 務 集 團 有 限 公 司," -

", 0-1 yr(s)," 2018-06-02

",Job ref no.: NSA0618/CT,. . 協助診所日常運作，包括病人登記、協助診症、配藥及文件處理等. 備有抽血、心電圖經驗及曾報讀醫護或相關課程者將優先考慮(Certificate in Veinpuncture Techniques for Phlebotomists & intravenous Cannulation). . . 中五程度. . . 具一年或以上相關工作經驗將獲優先考慮. . . 能操流利廣東話及懂得一般電腦操作. . . 主動有禮、勤奮及良好人際關係. . . 可即時上班者將獲優先考慮. . . 本公司提供優厚待遇 (視乎工作經驗及專業知識而定) ，在職培訓，其他福利包括有薪年假、有薪病假、勤工獎、年終酌情賞金、多項獎金制度和醫療福利。公司網頁. http://www.ump.com.hk. . 有意者，請按. Apply Now. 遞交個人履歷，或傳真至 2868 3327，或郵寄至香港德輔道中71號永安集團大廈1404-1408室，人力資源部收。. . *所收集之資料祗用作招聘用途
https://www.ctgoodjobs.hk/job/receptionist/05153304,Receptionist,UMP Healthcare Holdings Limited 聯 合 醫 務 集 團 有 限 公 司," Central

", 1-2 yr(s)," 2018-06-02

",Job ref no.: REC0618/CT,". . Perform full range of receptionist duties including receiving patients and handle telephone booking or enquiries. . . HKDSE / Form 5 or above. . . Good communication & interpersonal skills. . . Good command of spoken and written in English and Chinese. . . Familiar with MS Office ie. Word and Excel. . . Working Hours: 9:00am - 6:00pm (Mon - Fri) & 09:00 - 1:30pm (Sat). . . Work Location: Central. . . Immediate available is preferred. . . Please visit our website at:. http://www.ump.com.hk. for more information about us.. . Please apply with full resume starting our reference code, date availability, present and expected salary to HR Department by clicking. Apply Now. or fax to 2868 3327.. . (All information obtained will be kept in strict confidence and used for recruitment and employment related purpose only.)"
https://www.ctgoodjobs.hk/job/accounting-assistant/05153302,Accounting Assistant,UMP Healthcare Holdings Limited 聯 合 醫 務 集 團 有 限 公 司," Central

", 2-3 yr(s)," 2018-06-02

",Job ref no.: ACA0618/CT,". Responsibilities. . . Responsible for general accounting duties and provide administrative support to the team. . . To prepare payments and cheque issuance. . . Data input of accounting entries. . . Assist in preparing accounting schedules and bank reconciliations. . . Reconcile daily sales transactions. . . Perform ad hoc duties assigned by senior management. . . Requirements. . . Diploma holder in accounting. . . LCCI intermediate or above. . . Minimum 2 years of working experience. . . Hardworking, careful and a team player. . . Proficient in MS Office applications, ie. Word and Excel. . . Immediate available is highly preferred. . . For more information about UMP Healthcare Group, please visit our website at. www.ump.com.hk. . Please apply with full resume stating the reference code, date availability and expected salary to: HR Department, Room 1404-08, Wing On House, 71 Des Voeux Road, Central, Hong Kong or by fax to 2868 3327 or by clicking. Apply Now. . All information obtained will be kept in strict confidence and used for recruitment and employment related purpose only."
https://www.ctgoodjobs.hk/job/legal-secretary/05153202,Legal Secretary,Vivien Chan & Co.," Wanchai

", 1-6 yr(s)," 2018-06-02

",Job ref no.: CT3115276-01#0046,"Legal Secretary. Responsibilities. . Provide secretarial and administrative support to lawyers in Commercial, Litigation and Intellectual Property Departments. . Monitor emails, taking minutes and agenda. . Manage diaries, organize meetings and travel arrangements. . Requirements. . Formal secretarial training and Good English. . Over 3 years secretarial working experience, law firm experience will be an advantage. . Fast and accurate English and Chinese typing. . Good computer skills and well-versed in MS Word, Excel, Powerpoint and Outlook. . Motivated, well-organized, with a strong sense of responsibility. . Competitive compensation such as medical & dental insurance, performance bonus, time keeping bonus, an extra one day annual leave after completion of the first two year employment and up to 17 days annual leave will be offered to the right candidates.. Visit. www.vcclawservices.com. for more information about the firm. Interested parties please email your resume in MS Word format/ PDF with current and expected salary to [via CTgoodjobs. Apply Now. ]. The information provided will be kept confidential and used for recruitment purposes only."
https://www.ctgoodjobs.hk/job/inventory-planning-officer/05152514,Inventory Planning Officer,Watson's The Chemist," Fotan

", 4 yr(s)," 2018-06-02

",Job ref no.: CT3113820-01#0317,". Responsibilities. :. . Successful candidate will be responsible for:. . Assist in inventory planning and stock allocation. . Collect data and provide different monthly reports on stock replenishment. . Liaise with suppliers and buyers for purchase orders following. . Work closely with different internal departments, such as stores, warehouse and buying teams, to ensure replenishment activities are properly implemented and executed. . . . Requirements:. . Tertiary Education or above. . A minimum of 4 years working experience; Supply Chain or Logistics working experience is preferred. . Exposure in retail environment or FMCG industry is an advantage. . Hard working, initiative and able to work under pressure. . Good Excel skills. . Good command of English & Chinese. . Immediate available is preferred. . . We offer attractive remuneration package and excellent development. Please send your application with expected salary via e-mail. [via CTgoodjobs. Apply Now. ] or to. Human Resources Department, A. S. Watson Retail Hong Kong, 7/F Watson House, 1-5 Wo Liu Hang Road, Fo Tan, N.T.. . We are an equal opportunity employer and welcome applications from all qualified candidates. The information provided will be treated in strict confidence and be used only for consideration of your application for relevant / similar posts within the A.S. Watson Group. All personal data of unsuccessful applicants will be destroyed within 12 months from the date of application."
https://www.ctgoodjobs.hk/job/category-officer-trainee-health/05152513,Category Officer Trainee (Health),Watson's The Chemist," Fotan

", 1-2 yr(s)," 2018-06-02

",Job ref no.: CT3113820-01#0316,". Responsibilities. . Provide administrative support for the Health team in implementation of weekly promotion plan. . Produce different sales reports and analysis for the team to support the business decisions. . Communicate with different internal parties and external vendors to consolidate the information required in executing the promotion plans. . . Requirements. . Tertiary education or above. . Around 1-2 years working experience, preferably in trading / retail industry. . Strong numerical sense and analytic skills. . Good command in spoken and written Chinese and English. . Proficient in Excel  is a must (VLookup & Pivot-table). . We offer attractive remuneration package and excellent development. Please send your application with expected salary via e-mail [via CTgoodjobs. Apply Now. ] or to Human Resources Department, A. S. Watson Retail Hong Kong, Watson House, 1-5 Wo Liu Hang Road, Fo Tan, N.T.. . We are an equal opportunity employer and welcome applications from all qualified candidates. The information provided will be treated in strict confidence and be used only for consideration of your application for relevant / similar posts within the A.S. Watson Group. All personal data of unsuccessful applicants will be destroyed within 12 months from the date of application."
https://www.ctgoodjobs.hk/job/sales-manager-private-clients/05152965,Sales Manager - Private Clients,Watson's Wine," Sheung Wan

", 5 yr(s)," 2018-06-02

",Job ref no.: CT3113821-01#0076,". Reporting to the Head of Wholesale & Corporate Sales, the successful candidate will be responsible for:. . Managing Private & Corporate clients and achieve annual individual and team sales target. . . Developing off-premises sales in HK and diversify the portfolio of clients with access to large portfolio of 200+ estates from all over the world as well as an extensive Fine Wine collection to meet clients’ needs. . . Handling his/her own clients as well as manage a small multi-cultural team to drive promotions, offers and strategies with the support of Buying & Marketing Team. . . Managing wine related corporate events. . . Requirements:. . At least 5 years’ experience as a salesperson/manager in the wine industry, with solid experience in dealing with key account, private and corporate accounts. . . Extensive knowledge in wines and spirits (WSET Level 3 equivalent at least). . . Ability to demonstrate a successful track record of sales achievement. . . Strong commercial sense, excellent organizational skills and ability to comply with targets, budgets and deadlines. . . Passionate in wine with good presentation, communication and negotiation skills. . . Good command of both spoken and written Chinese & English. . . An attractive salary and benefit package will be offered. Interested parties please forward detailed resume stating expected salary to: Human Resources Department, A.S. Watson Retail Hong Kong, Watson House, 1-5 Wo Liu Hang Road, Fotan, N.T. or fax to 2687-3732 or e-mail to us.. . . We are an equal opportunity employer and welcome applications from all qualified candidates. The information provided will be treated in strict confidence and be used only for consideration of your application for relevant / similar posts within the A.S. Watson Group. All personal data of unsuccessful applicants will be destroyed within 12 months from the date of application"
https://www.ctgoodjobs.hk/job/warehouse-clerk/05152966,Warehouse Clerk,Watson's Wine," Kwai Hing

", 1-2 yr(s)," 2018-06-02

",Job ref no.: CT3113821-01#0077,". Responsibilities:. . . Provide general clerical support and maintain accurate inventory record. . . Communicate with internal and external parties for logistics arrangement, e.g. goods return arrangement from store. . . Prepare regular inventory report and assist in stocktaking. . . Requirements:. . . Tertiary education or above with 1-2 years working experience. . . With warehouse clerical working experience is an advantage. . . Familiar with MS Office applications and Chinese word processing is preferred. . . Work location: Kwai Hing. . . 5.5-day work per week. . . An attractive salary and benefit package will be offered. Interested parties please forward detailed resume stating expected salary to: Human Resources Department, Watson's Wine, Watson House, 1-5 Wo Liu Hang Road, Fo Tan, N.T. or fax to 2687-3732 or email to us.. . We are an equal opportunity employer and welcome applications from all qualified candidates. The information provided will be treated in strict confidence and be used only for consideration of your application for relevant / similar posts within the A.S. Watson Group. All personal data of unsuccessful applicants will be destroyed within 12 months from the date of application."
https://www.ctgoodjobs.hk/job/trading-administration-assistant/05152964,Trading Administration Assistant,Watson's Wine," Fotan

", 1-2 yr(s)," 2018-06-02

",Job ref no.: CT3113821-01#0075,". Responsibilities:. . . Generate and maintain business and sales reports. . . Handle supplier enquiry on payment status and sales / purchase order. . . Coordinate with Distribution team to ensure the accuracy of delivery. . . Update the record on product profile, customer and supplier account. . . Set up promotion mechanics in system. . . Requirements:. . . University graduate with 1- 2 years’ experience in office administration. . . Fast-paced with good time management and interpersonal skills. . . Proficiency in Excel and Power Point and good commands in written and spoken English. . . Detail oriented, ability to work well both independently and in a team environment and with strong organizational skills. . . . An attractive salary and benefit package will be offered. Interested parties please forward detailed resume stating expected salary to: Human Resources Department, Watson's Wine, Watson House, 1-5 Wo Liu Hang Road, Fotan, N.T. or fax to 2687-3732 or e-mail to us.. . We are an equal opportunity employer and welcome applications from all qualified candidates. The information provided will be treated in strict confidence and be used only for consideration of your application for relevant / similar posts within the A.S. Watson Group. All personal data of unsuccessful applicants will be destroyed within 12 months from the date of application."
https://www.ctgoodjobs.hk/job/senior-marketing-executive/05152967,Senior Marketing Executive,Watson's Wine," Shatin

", 4-6 yr(s)," 2018-06-02

",Job ref no.: CT3113821-01#0078,". Responsibilities:. . Plan and execute promotion activities and marketing collaterals. . Work closely with design agency and internal parties for supporting retail marketing and ensure excellent execution of campaigns. . Assist in implementing marketing strategies, promotions and CRM activities. . Responsible for PR liaison and advertising for marketing campaigns. . . Requirements:. . University graduate in Marketing or business related disciplines. . A minimum of 4 years working experience in marketing, preferably in FMCG. . Good interpersonal skills and good time management. . Proactive, attention to details and able to work independently. . Passionate in wine (wine knowledge is not essential but would be an advantage). . Candidate with less experience will be considered as Marketing Executive. . An attractive salary and benefit package will be offered. Interested parties please forward detailed resume stating expected salary to: Human Resources Department, Watson's Wine, Watson House, 1-5 Wo Liu Hang Road, Fotan, N.T. or fax to 2687-3732 or e-mail to us.. We are an equal opportunity employer and welcome applications from all qualified candidates. The information provided will be treated in strict confidence and be used only for consideration of your application for relevant / similar posts within the A.S. Watson Group. All personal data of unsuccessful applicants will be destroyed within 12 months from the date of application."
https://www.ctgoodjobs.hk/job/senior-supply-chain-officer/05152963,Senior Supply Chain Officer,Watson's Wine," Fotan

", 5-6 yr(s)," 2018-06-02

",Job ref no.: CT3113821-01#0074,". Responsibilities:. . . Support and implement supply chain strategies and refine relevant policies and procedures. . . Implement supply chain/logistics/warehouse projects and deliver effective solutions to help enhancing service level, improving process and cost efficiencies/saving. . . In charge of inventory management and work cross-functionally – minimize holding, maximum stock fulfillment, aging analysis/reduction, promotion stock planning, assortment review. . . Manage reporting – produce and review monthly supply chain KPI and inventory reports, and ensure action plans are in place. . . Delivery management and third party vendor management. . . Ad-hoc tasks, daily operations and back up. . . Requirements:. . . Degree holder of Supply Chain, Logistics and Operations Management, Business Administration or relevant disciplines. . . 5 years or above relevant working experiences in supply chain and logistic operations. . . Retail supply chain, ERP and WMS experiences are an advantage. . . Good spoken and written English, Cantonese. . . Pro-active and able to work under pressure. . . Good communication and interpersonal & coordination skill. . . An attractive salary and benefit package will be offered. Interested parties please forward detailed resume stating expected salary to: Human Resources Department, Watson's Wine, Watson House, 1-5 Wo Liu Hang Road, Fotan, N.T. or fax to 2687-3732 or e-mail to us.. . We are an equal opportunity employer and welcome applications from all qualified candidates. The information provided will be treated in strict confidence and be used only for consideration of your application for relevant / similar posts within the A.S. Watson Group. All personal data of unsuccessful applicants will be destroyed within 12 months from the date of application."
https://www.ctgoodjobs.hk/job/銷售客服專員/05151855,銷 售 客 服 專 員,ZhongHong (HK) International Group Limited," Kwun Tong

", -," 2018-06-02

",Job ref no.: CT3115696-01#0003,". 如果你. . 希望從工作中獲取滿足感. . 希望在生活與工作之間取得平衝. . 渴望學習專業的銷售與客服技巧. . 正在尋求突破自我極限的途徑. . 有勇氣爭取巨大的潛在財富. . 中鴻國際現正徵召一隊約二十人的青年新力軍，在接受專業及完善的在職培訓後，一起馳騁於金融服務行業。. . 工作範圍︰. . 通過網路為客戶提供專業金融諮詢，定期了解客戶需要（職務涉及銷售金融商品）. . 主力服務中國內地市場，為客戶提供相關的市場資訊. . 根據公司提供的資源聯繫潛在客戶，協助擴展客戶網絡. . . . 入職要求︰. . 中五程度. . 歡迎應屆畢業生. . 國內同等學歷亦可. . 持有IANG及持有香港身份證. . 歡迎新來港人士. . 良好的普通話應對能力及能操作中文電腦輸入法. . . 無需經驗. . . 可即時上班者優先考慮. . . 公司福利︰. . 五天工作（星期一至五10:00上班），銀行假期. . 十四天年假，員工旅遊. . 豐厚獎金，醫療津貼. . 薪金：底薪（可議）＋佣金. . . 綜合月收可達：$30,000以上. . . 上班地點︰. 觀塘. 歡迎所有合資格人士加入中鴻國際的團隊，有意應徵者請把履歷表電郵至[via CTgoodjobs. Apply Now. ]. "
https://www.ctgoodjobs.hk/job/全職兼職日式拉麵店店員樓面廚房工作月入可達-15k∼無需經驗/05151710,全 職 / 兼 職 日 式 拉 麵 店 店 員 ( 樓 面 廚 房 工 作 / 月 入 可 達 15K ∼ / 無 需 經 驗 ),一 蘭 香 港 有 限 公 司," 2 Locations

", 0 yr(s)," 2018-06-02

",Job ref no.: CT3112570-01#0034,". 招聘日 - 提供即埸面試 , 無須預約!. . 日期：6月7日(星期四). 時間：下午3時至6時. 地點：一蘭香港銅鑼灣店. 銅鑼灣謝斐道440號駱克大廈A座地下H及I鋪(港鐵銅鑼灣站C出口). . 全職店舖店員 (8小時工作). . . 日班        月入可達$15,000或以上 (試用期後). . . 通宵班    月入可達$17,000或以上 (試用期後). . . 2018年6月1日起全職員工休息日將提升至8天. . . 兼職店舖店員 (自選工作時間，每週2天以上, 每天工作不少於4小時). . . 日間時段 - 早上6時至晚上6時   $55∼ (最高可達$67). . . 晚市時段 - 晚上6時至晚上10時 $60∼ (最高可達$77). . . 通宵時段 - 晚上10時至凌晨6時 $68∼ (最高可達$80). . . 工作範圍及要求. . . 接待客人、處理簡單料理工作及清潔. . . 學歷不拘、無需經驗、歡迎應屆畢業生及家庭主婦. . . 誠懇有禮、富責任感、主動積極、樂於與客人溝通. . . 提供完善培訓及「社內資格考取制度」、考取資格後將可獲薪金提升. . . 能於週末及假日工作者優先考慮. . . 懂日語者更佳. . . 全職員工福利. . . 勤工獎. $1200. 、交通津貼. 最高可達$700. 、週末及假日津貼. 每日$100. 、1.25倍超時津貼 、營業獎金、小費、地區津貼. . . 8小時工作、. 每月8天休息日. 、9-16天有薪年假、. 3天特別連續休假. 、生日假期、婚假及恩恤假. . . 提供膳食、醫療保險、酌情性年終花紅、新人介紹獎金. . . . 兼職員工福利. . . 交通津貼. 最高可達$500. 、週末及假日津貼. 每月最高可達$450. 、營業獎金、超時津貼 、小費. . . 彈性上班時間、提供膳食、9-16天有薪年假、新人介紹獎金. . . 工作地點. . . 銅鑼灣/ 尖沙咀. . . . 社內晉升階梯. . 月薪. (另設各種津貼). . . 店員 (試用期後)  $12,000 起. . . 組長  $14,500 起. . . 資深組長  $17,000 起. . . 副店長  優厚薪金. . . 店長  優厚薪金. . . . 歡迎加入一蘭的團隊!. . 有興趣者請將履歷:. 電郵至郵箱 [via CTgoodjobs. Apply Now. ]. 傳真至 3594-9330. 招聘熱線: 3594-9314. (辦公時間早上9時至下午6時). WhatsApp查詢熱線: 5982-5185. (只接受WhatsApp查詢). . 請列明申請全職或兼職的職位以加快申請程序。. 申請人所提供的資料絕對保密，並只作招聘用途。"
https://www.ctgoodjobs.hk/job/manager-assistant-manager-product-development-high-net-worth-clients/05152358,"Manager / Assistant Manager, Product Development - High Net-Worth Clients",京 華 山 一 國 際 ( 香 港 ) 有 限 公 司 ," Wanchai

", 5-15 yr(s)," 2018-06-02

",Job ref no.: CT3112265-01#0226,"Responsibilities:. . Develop and implement investment products for the Group in particular focus on High Net-Worth segmentation.. . Responsible for studying product feasibility, structuring product framework, communicating with related counterparties, and estimating profitability of the product.. . Conduct portfolio analysis to identify cross-selling investment products opportunity.. . Maintain proper records for product approval, post-launch review, and product line management over the life-cycle of each product.. . Provide ongoing supports to ensure the competitiveness of existing products.. . Responsible for conducting product due diligence to all fund products, providing products and market updates to frontline sales and advising on portfolio asset allocation.. . Develop DPMS for Asset Management Department.. . Responsible for outlining operation flows and procedures in complying with SFO, and addressing and implementing risk management policies on clients’ portfolio.. . Manage any ad hoc projects as assigned.. . Requirements:. . University degree in Finance or Business related discipline or equivalent.. . Minimum 5 years of relevant experience in  financial services industry.. . Pass with HKSI Paper 1, 7, 8, 12.. . Deep knowledge in current financial market products, such as Bond, Equities, Funds, Insurance and structured products, etc.. . Strong analytical ability with good communication and interpersonal skills.. . Self-motivated, able to work independently as well as be a team player.. . Excellent command of written and spoken English and Chinese is essential.. . Fluency in Putonghua would be an advantage.. . Qualification of Chartered Financial Analyst (CFA) or Certified Financial Risk Manager (FRM) would be an advantage.. . . We offer. 5 days work. , good career prospects and competitive remuneration packages to the right candidate. If you welcome the challenge of working in a fast-paced and dynamic environment, please send us your application with availability, present and expected packages.. . The Human Resources Department. . Core Pacific - Yamaichi International (H.K.) Limited. 11/F, China Resources Building, 26 Harbour Road, Wanchai, Hong Kong. Email: [via CTgoodjobs. Apply Now. ]. |. Fax No. 2918-1202 |. Website:. www.cpy.com.hk. . Personal data collected will be used for recruitment purpose only."
